,location code,user id,credit card info save,add to wishlist,desktop sessions,app sessions,desktop transactions,promotion clicks,sale product views,app transactions,customer service calls,churn
456,US,3662212,no,0,98,17,15,69,69,2,2,Yes
457,UAE,3561420,no,0,160,27,22,64,70,7,2,Yes
458,US,3431323,no,28,191,32,19,122,80,3,3,Yes
459,US,3618239,no,0,184,31,10,119,86,3,0,Yes
460,US,3841621,no,0,262,45,19,104,91,5,1,Yes
461,UAE,3603525,no,0,148,25,19,117,90,9,3,Yes
462,US,3923813,no,18,106,18,9,113,111,5,1,Yes
463,UAE,3376898,no,0,134,23,17,87,89,2,0,Yes
464,US,3668036,no,23,194,33,19,90,111,5,0,Yes
465,US,3528327,yes,0,178,30,14,94,111,3,3,No
466,India,3349505,no,36,226,38,15,125,102,5,3,No
467,US,3365702,no,0,170,29,17,71,100,4,1,Yes
468,US,3922381,no,32,71,12,14,121,105,5,3,Yes
469,India,3696880,no,34,194,33,22,110,115,9,2,Yes
470,US,4168697,no,0,240,41,14,83,106,2,1,Yes
471,UAE,3453451,no,0,75,13,21,87,83,6,3,Yes
472,UAE,3792514,no,0,69,12,12,100,53,3,1,Yes
473,India,4186651,no,33,97,16,27,98,117,4,4,No
474,US,4213528,no,20,215,36,20,132,132,12,0,Yes
475,India,3299046,no,0,149,25,12,42,83,6,3,Yes
476,India,4063890,no,0,258,44,14,106,110,5,1,Yes
477,India,4038904,no,23,150,25,14,118,115,2,3,Yes
478,UAE,3934086,no,0,150,25,14,98,124,2,1,Yes
479,UAE,4001367,no,0,190,32,13,107,92,4,2,Yes
480,UAE,3779473,no,0,181,31,22,54,94,6,1,Yes
481,UAE,3963068,no,0,151,26,16,104,93,3,1,Yes
482,US,3319293,no,0,156,26,15,63,97,4,0,Yes
483,India,3471914,no,0,150,25,22,110,92,13,2,Yes
484,India,3951962,no,0,222,38,20,101,75,2,3,Yes
485,US,4015485,no,16,149,25,11,113,87,2,0,Yes
486,India,3556560,yes,0,234,40,19,131,106,3,0,Yes
487,US,3633911,no,0,204,35,25,139,105,2,0,Yes
488,India,3451998,no,0,243,41,18,65,126,0,1,Yes
489,US,3615277,no,0,150,26,20,99,76,4,1,Yes
490,US,3767145,no,0,209,36,21,132,120,7,0,Yes
491,US,3752975,yes,0,192,33,22,110,101,6,1,No
492,US,3768573,yes,0,131,22,22,122,98,2,2,No
493,US,3667360,no,33,120,20,24,88,175,2,2,Yes
494,UAE,3477898,no,0,274,47,10,116,120,4,1,Yes
495,US,3907328,yes,0,156,27,15,63,115,9,2,Yes
496,US,3565491,no,36,179,30,15,102,82,4,2,Yes
497,US,3733251,no,0,178,30,24,75,118,3,2,Yes
498,UAE,3431965,yes,0,211,36,9,119,63,4,4,No
499,US,3788019,no,0,175,30,21,109,95,2,1,Yes
500,US,3861548,no,23,114,19,16,103,111,7,3,Yes
501,US,3971649,no,28,251,43,19,89,121,5,1,Yes
502,US,3667247,yes,0,217,37,18,120,110,5,1,No
503,US,4029691,yes,26,217,37,12,111,76,3,0,Yes
504,India,3349806,no,0,206,35,13,98,82,12,0,Yes
505,US,3787733,no,0,159,27,11,75,76,5,1,Yes
506,US,4072248,no,31,143,24,20,65,120,5,2,Yes
507,US,4053916,no,0,154,26,28,88,117,2,3,No
508,UAE,4072081,no,24,187,32,19,116,138,5,1,Yes
509,US,3979148,no,26,171,29,17,125,98,5,5,No
510,UAE,4154857,no,17,124,21,17,81,129,3,1,Yes
511,US,3547314,no,0,198,34,24,101,87,8,3,Yes
512,UAE,3465611,no,0,173,29,17,97,90,8,2,Yes
513,US,3494703,no,30,217,37,18,86,104,3,0,Yes
514,UAE,4117778,yes,29,266,45,18,94,82,12,0,No
515,India,4211469,no,14,94,16,16,72,84,5,1,Yes
516,India,4205990,no,0,98,17,26,88,120,1,2,Yes
517,UAE,3894780,no,0,215,37,13,138,114,4,2,Yes
518,US,3572735,no,0,168,29,19,100,99,3,1,Yes
519,UAE,4094791,no,0,203,34,13,104,92,3,3,Yes
520,US,3805286,no,0,261,44,13,102,90,2,1,Yes
521,India,3948402,no,0,73,12,14,82,76,3,4,No
522,UAE,3921616,no,27,254,43,19,109,123,5,7,Yes
523,UAE,3641969,no,0,45,8,13,74,94,6,2,Yes
524,India,3904152,no,0,231,39,15,108,136,6,1,Yes
525,UAE,3677039,no,0,47,8,14,90,107,8,2,Yes
526,India,3916607,no,0,227,39,16,100,134,3,0,Yes
527,US,3796652,no,22,41,7,11,90,91,7,0,Yes
528,US,3841833,no,0,125,21,13,143,72,4,2,Yes
529,India,4032455,yes,0,69,12,29,115,99,9,0,Yes
530,US,3911348,no,37,164,28,17,102,87,4,2,Yes
531,US,4084174,no,0,163,28,19,89,66,3,2,Yes
532,US,3664334,no,38,214,36,22,104,73,5,2,Yes
533,US,4065059,no,36,201,34,4,78,104,3,1,Yes
534,India,3736784,no,0,310,53,6,123,99,10,4,Yes
535,UAE,4083532,no,0,48,8,24,138,87,1,1,Yes
536,US,3508680,no,40,171,29,12,109,93,6,1,Yes
537,US,3989870,no,22,167,28,16,92,102,3,0,Yes
538,US,3433356,no,0,217,37,16,104,123,8,0,Yes
539,UAE,4154609,no,0,108,18,18,125,92,3,2,Yes
540,UAE,4045387,no,28,141,24,14,108,84,2,1,Yes
541,US,4158151,no,29,210,36,13,52,113,1,0,Yes
542,US,4162778,yes,20,238,40,22,94,80,3,9,No
543,US,3933300,no,0,235,40,18,129,94,6,3,Yes
544,India,3917661,no,31,103,18,21,135,92,8,3,Yes
545,India,3394317,no,27,130,22,21,90,115,3,1,Yes
546,India,4186455,yes,0,280,48,21,91,118,10,2,No
547,India,3783508,yes,41,137,23,17,61,67,9,5,No
548,US,3909359,no,31,100,17,21,97,131,3,0,Yes
549,UAE,3642495,no,31,237,40,17,117,85,5,4,Yes
550,US,3647719,no,0,173,29,16,108,104,3,4,No
551,US,4211189,no,0,225,38,17,99,118,2,2,Yes
552,India,4198987,no,0,288,49,22,92,90,4,3,No
553,India,4029980,yes,0,78,13,17,149,100,6,2,Yes
554,US,3765908,no,0,149,25,22,94,107,6,2,Yes
555,US,4003150,no,25,195,33,10,103,75,2,2,Yes
556,UAE,3361749,no,0,160,27,26,92,120,4,0,Yes
557,UAE,4201259,no,20,195,33,18,89,92,2,1,Yes
558,UAE,3397541,no,0,174,30,21,94,123,5,2,No
559,US,3789029,no,0,132,22,12,100,119,6,2,Yes
560,US,3427514,no,0,161,27,20,109,88,1,1,Yes
561,UAE,4224956,no,18,147,25,26,84,130,7,0,Yes
562,UAE,3898606,no,28,201,34,22,116,102,5,1,Yes
563,US,4067261,no,0,146,25,8,106,83,5,1,Yes
564,US,4177973,no,29,229,39,22,84,119,1,2,Yes
565,India,3902891,no,0,211,36,16,100,102,4,3,Yes
566,India,3857387,no,37,122,21,23,110,97,5,2,Yes
567,India,3622776,yes,0,216,37,16,117,98,7,2,Yes
568,India,3291955,no,0,293,50,14,101,87,6,2,Yes
569,UAE,3443160,yes,32,221,38,23,99,108,4,2,No
570,India,4062454,no,0,182,31,17,87,119,2,1,Yes
571,US,3353913,no,26,74,13,15,116,90,3,2,Yes
572,US,3557705,yes,0,62,11,23,82,108,3,1,Yes
573,UAE,4107108,no,31,229,39,21,109,124,1,3,Yes
574,India,4191674,no,0,228,39,24,79,77,5,2,No
575,US,3517369,no,36,310,53,17,89,105,2,1,Yes
576,US,3499566,no,0,202,34,19,119,80,6,3,Yes
577,UAE,3333421,no,0,150,25,15,93,119,4,2,Yes
578,UAE,3938199,no,30,184,31,20,95,124,3,1,Yes
579,UAE,3884879,no,21,187,32,28,86,119,4,1,Yes
580,US,3536007,no,0,209,36,30,113,116,2,1,No
581,US,4161557,no,25,223,38,16,118,90,3,3,Yes
582,US,3567217,no,0,164,28,13,90,117,8,1,Yes
583,UAE,3502012,no,0,151,26,16,93,93,2,1,Yes
584,India,4209838,no,0,234,40,25,92,79,6,0,No
585,UAE,3736379,no,0,55,9,14,124,108,5,1,Yes
586,UAE,3557293,yes,0,222,38,17,134,154,4,1,Yes
587,US,4064588,no,0,170,29,5,86,124,8,1,Yes
588,UAE,3451524,no,0,90,15,22,79,93,11,5,No
589,UAE,3758493,no,14,80,14,19,103,102,2,1,Yes
590,UAE,3612924,no,0,219,37,25,87,110,4,2,Yes
591,UAE,3596163,no,0,126,21,18,137,103,2,1,Yes
592,India,4118140,no,0,176,30,8,125,107,1,2,Yes
593,India,3819049,no,29,207,35,22,137,92,5,2,Yes
594,US,3444478,no,0,206,35,14,83,104,6,2,Yes
595,UAE,3602690,no,28,151,26,13,97,109,0,1,Yes
596,India,4107383,no,0,158,27,11,79,98,4,3,Yes
597,UAE,3561889,no,0,160,27,9,103,106,5,2,Yes
598,US,3412360,no,0,159,27,14,128,101,5,1,Yes
599,India,3703021,no,46,214,36,17,111,126,6,0,Yes
600,India,3364656,no,0,103,17,21,77,140,4,2,Yes
601,US,3862810,yes,0,160,27,17,76,105,6,0,No
602,India,3501354,no,0,203,34,14,104,71,4,1,Yes
603,US,3465707,no,0,58,10,23,131,128,6,3,Yes
604,US,4058370,no,0,170,29,19,118,93,7,1,Yes
605,US,3732053,no,0,336,57,18,109,132,8,2,No
606,US,3695222,no,0,140,24,25,105,97,8,0,Yes
607,US,3477420,no,29,142,24,10,56,91,8,1,Yes
608,US,3926856,no,0,188,32,21,86,124,5,0,Yes
609,US,3715556,no,0,146,25,22,83,116,3,3,Yes
610,India,3345337,no,0,232,39,13,106,129,7,3,Yes
611,US,3348817,no,0,194,33,13,79,60,3,1,Yes
612,India,3391405,no,0,156,27,20,118,141,6,4,Yes
613,US,3807742,yes,29,221,38,19,110,100,6,1,No
614,UAE,3296191,no,37,240,41,19,115,100,1,2,Yes
615,India,3403075,no,43,172,29,17,64,96,5,1,Yes
616,UAE,4165849,yes,35,128,22,23,113,130,7,2,Yes
617,India,3347443,no,0,130,22,25,121,140,6,3,Yes
618,India,3949121,no,0,195,33,13,96,97,6,1,Yes
619,US,3831657,yes,0,293,50,16,90,91,4,0,No
620,US,3474112,no,0,191,33,16,87,121,4,1,Yes
621,India,3628280,no,0,122,21,12,111,106,3,1,Yes
622,UAE,4029982,no,33,210,36,12,140,131,3,2,Yes
623,US,3928905,no,0,216,37,12,84,83,1,3,Yes
624,US,3925512,no,0,161,27,19,125,78,2,0,Yes
625,India,3516384,no,0,144,25,19,137,72,4,3,Yes
626,UAE,3488015,yes,37,220,37,16,99,82,2,0,No
627,India,3746966,no,0,256,44,14,102,80,2,4,Yes
628,US,3282236,no,0,113,19,19,109,76,5,1,Yes
629,US,3726497,no,0,300,51,19,92,134,4,0,No
630,UAE,4178617,no,0,195,33,15,99,93,4,0,Yes
631,US,3619621,no,0,101,17,20,69,95,2,0,Yes
632,UAE,4212723,no,22,83,14,25,94,114,4,3,Yes
633,US,3279341,no,34,146,25,8,103,91,4,2,Yes
634,UAE,3835474,no,0,178,30,19,87,102,6,2,Yes
635,India,3288147,no,27,154,26,16,73,94,7,5,Yes
636,UAE,3735438,no,0,151,26,17,133,116,15,1,Yes
637,UAE,3339253,no,19,180,31,11,92,118,3,0,Yes
638,US,3479421,no,31,265,45,13,95,117,1,1,Yes
639,US,4193167,no,0,129,22,11,114,113,2,0,Yes
640,US,4144162,no,0,162,27,15,108,95,4,2,Yes
641,UAE,4165341,no,0,165,28,17,106,102,3,1,Yes
642,US,3688600,no,0,195,33,18,83,92,13,0,Yes
643,US,3366085,no,0,214,36,23,93,128,7,0,Yes
644,India,3771479,no,24,206,35,19,99,95,4,1,Yes
645,US,3602107,no,22,253,43,15,99,146,4,3,Yes
646,UAE,4059384,no,28,236,40,19,37,103,9,0,Yes
647,US,4205179,no,0,192,33,11,127,125,5,1,Yes
648,US,3313174,no,39,69,12,9,136,94,4,0,Yes
649,UAE,4115958,no,0,262,44,18,48,83,3,3,No
650,US,3338180,no,0,236,40,22,130,111,4,2,Yes
651,UAE,3572679,no,0,213,36,17,52,93,6,1,Yes
652,US,3962867,no,39,207,35,11,72,120,1,3,Yes
653,US,3419443,no,22,264,45,9,115,109,3,3,Yes
654,India,3414103,no,31,183,31,17,106,93,5,1,Yes
655,India,4168701,no,0,158,27,17,92,86,10,5,No
656,US,3976109,no,0,176,30,14,118,55,4,0,Yes
657,US,3925587,no,0,243,41,9,114,89,2,2,Yes
658,US,3929342,no,0,151,26,11,101,86,7,0,Yes
659,US,3682845,no,0,138,23,14,100,63,2,1,Yes
660,UAE,4054920,no,0,265,45,26,120,86,9,1,No
661,UAE,3487484,no,31,282,48,13,89,93,4,1,Yes
662,US,3385207,no,0,211,36,20,93,58,2,0,Yes
663,US,4187846,no,0,197,34,11,76,100,4,3,Yes
664,UAE,3588729,no,0,205,35,14,128,84,4,1,Yes
665,US,3491943,no,22,182,31,19,123,141,4,2,Yes
666,US,3688283,no,0,252,43,13,106,96,1,2,Yes
667,India,3451419,no,0,194,33,10,104,124,3,0,Yes
668,US,3588025,no,0,231,39,16,74,124,1,1,Yes
669,US,3838695,no,33,200,34,16,122,90,4,0,Yes
670,UAE,3707565,no,26,267,45,20,107,98,4,1,Yes
671,US,4016162,no,36,118,20,19,125,89,6,2,Yes
672,UAE,3865303,no,0,175,30,12,87,88,5,0,Yes
673,UAE,3516552,no,0,125,21,21,62,79,3,3,Yes
674,US,3455338,no,0,177,30,19,81,77,15,1,Yes
675,US,3302849,no,0,242,41,11,121,104,3,1,Yes
676,UAE,3646801,no,0,241,41,10,114,91,4,0,Yes
677,UAE,3753003,no,0,217,37,20,68,120,4,1,Yes
678,India,3838878,no,0,195,33,15,109,105,4,0,Yes
679,US,3842372,yes,0,222,38,28,111,104,9,1,No
680,India,3777107,no,0,190,32,16,118,83,2,1,Yes
681,US,3611581,no,0,123,21,13,82,82,5,0,Yes
682,US,4177888,no,38,257,44,13,120,87,3,3,Yes
683,UAE,3838364,no,0,159,27,21,119,120,1,1,Yes
684,UAE,3962335,no,0,100,17,20,93,57,8,3,Yes
685,US,4084530,no,32,31,5,16,113,101,7,1,Yes
686,US,4086621,no,0,223,38,18,131,80,2,3,Yes
687,India,3937522,no,0,187,32,17,126,107,8,1,Yes
688,India,3387120,no,21,316,54,18,71,123,3,3,Yes
689,US,3574265,no,0,278,47,11,121,101,2,1,Yes
690,US,3988801,no,0,190,32,17,101,111,3,2,Yes
691,India,3462347,no,0,147,25,16,91,105,4,1,Yes
692,UAE,3432741,no,0,186,32,24,134,104,7,4,Yes
693,India,4208242,no,29,155,26,16,104,118,4,3,Yes
694,India,4027746,no,0,154,26,23,108,99,4,6,Yes
695,US,3321494,no,0,98,17,9,118,105,9,1,Yes
696,US,3886223,no,0,179,30,15,97,77,3,1,Yes
697,UAE,4049539,no,0,149,25,23,75,72,4,0,Yes
698,US,3417332,no,0,206,35,16,88,86,11,0,Yes
699,US,3387886,no,0,217,37,16,114,79,9,0,Yes
700,US,3325596,no,0,103,18,11,82,113,3,0,Yes
701,US,3489945,no,0,139,24,14,92,129,3,0,Yes
702,US,4071896,no,0,191,33,14,102,114,3,1,Yes
703,India,3989408,no,23,160,27,16,64,118,7,1,Yes
704,India,3698005,no,0,222,38,16,82,113,4,3,Yes
705,US,3462530,no,0,63,11,20,64,121,5,1,Yes
706,US,4005984,no,0,216,37,17,119,65,5,1,Yes
707,India,3511007,no,42,165,28,19,118,72,7,3,Yes
708,US,3455980,yes,32,95,16,13,98,109,6,2,Yes
709,India,3688964,no,0,203,35,13,99,76,3,2,Yes
710,India,3581912,no,0,195,33,18,108,119,4,3,Yes
711,India,3793132,no,0,144,24,25,98,86,8,4,Yes
712,US,3409910,no,0,114,19,7,101,78,0,2,Yes
713,US,3962719,no,0,223,38,17,128,106,2,2,Yes
714,US,3696204,no,22,176,30,18,105,81,5,2,Yes
715,India,4209971,yes,0,250,42,21,104,121,6,1,No
716,UAE,4103782,yes,30,235,40,17,116,94,4,2,Yes
717,US,4044481,no,0,211,36,19,86,83,6,1,Yes
718,UAE,3839255,no,0,182,31,14,110,116,3,1,Yes
719,India,4189385,no,0,190,32,17,89,109,5,2,Yes
720,US,3609676,no,38,177,30,14,108,72,2,0,Yes
721,India,3273587,no,36,87,15,14,110,80,5,6,No
722,US,3854715,no,0,216,37,16,127,115,3,1,Yes
723,India,4142695,no,0,137,23,20,49,136,11,3,Yes
724,India,3315999,no,36,193,33,15,83,118,5,1,Yes
725,India,3377739,no,0,149,25,17,110,101,3,2,Yes
726,UAE,3886658,no,0,144,24,15,99,95,5,1,Yes
727,US,4056943,no,0,225,38,16,101,110,2,1,Yes
728,India,3824084,no,39,261,44,18,101,101,5,2,Yes
729,US,3528249,no,26,197,33,15,111,124,5,0,Yes
730,India,3538363,no,0,271,46,17,105,51,3,3,No
731,US,4162825,no,0,207,35,25,104,103,1,2,Yes
732,India,3426696,no,0,300,51,11,103,94,5,2,Yes
733,UAE,3389210,no,37,230,39,11,90,76,8,2,Yes
734,US,3281768,yes,20,188,32,14,94,127,4,1,Yes
735,US,4065870,yes,0,57,10,17,78,103,6,3,Yes
736,US,3983834,no,0,162,28,13,86,87,9,5,No
737,US,3307754,yes,0,145,25,15,102,151,3,2,No
738,India,4149054,no,0,160,27,20,93,76,3,1,Yes
739,India,3502832,no,0,191,32,18,103,111,8,1,Yes
740,India,4149027,no,20,231,39,16,58,115,2,1,Yes
741,US,3371225,no,0,34,6,24,61,120,3,0,Yes
742,US,3946577,no,17,193,33,20,131,98,3,5,Yes
743,UAE,3596995,no,0,202,34,14,86,84,6,1,Yes
744,US,3777561,no,0,192,33,21,88,86,5,1,Yes
745,US,3806631,no,26,161,27,21,110,92,8,1,Yes
746,US,3908876,no,0,151,26,10,128,123,2,1,Yes
747,India,4132201,no,0,185,31,17,117,122,1,1,Yes
748,UAE,3742073,no,0,221,38,23,95,113,5,1,Yes
749,India,4171272,yes,0,167,28,17,119,88,6,1,Yes
750,US,3581129,no,32,154,26,16,91,107,4,3,Yes
751,US,3941211,no,29,121,21,16,100,75,6,0,Yes
752,India,3271319,no,23,182,31,14,59,102,4,3,Yes
753,US,3994413,no,0,110,19,12,108,121,5,2,Yes
754,US,3939985,no,0,210,36,10,105,104,4,1,Yes
755,US,4018377,no,0,168,28,21,92,103,4,2,Yes
756,US,3313202,no,0,214,36,20,119,71,14,2,Yes
757,US,3585953,no,0,116,20,21,111,78,5,1,Yes
758,India,3807624,no,30,277,47,19,113,95,6,2,Yes
759,US,4165261,no,21,179,31,15,97,120,4,2,Yes
760,India,4175067,no,0,187,32,23,95,68,5,1,Yes
761,UAE,3456515,no,0,201,34,19,100,91,3,2,Yes
762,US,4061349,yes,0,190,32,23,117,137,6,1,Yes
763,US,3609038,no,35,187,32,22,69,103,5,0,Yes
764,US,3483444,no,31,154,26,19,96,76,4,0,Yes
765,US,3702892,no,0,188,32,18,118,101,6,2,Yes
766,US,3834061,yes,0,231,39,21,99,57,2,0,No
767,US,3917937,no,26,245,42,10,138,91,4,2,Yes
768,US,3894083,no,0,231,39,19,78,101,2,3,Yes
769,US,4109633,no,0,187,32,21,117,81,3,1,Yes
770,US,4189502,no,0,171,29,16,108,107,4,1,Yes
771,US,3396637,yes,28,127,22,14,102,77,3,5,No
772,India,3563403,no,0,190,32,18,95,91,7,0,Yes
773,UAE,3719457,yes,0,177,30,14,100,138,2,1,No
774,US,3918087,no,0,161,27,17,81,116,4,1,Yes
775,India,3926420,no,0,169,29,17,71,79,4,1,Yes
776,US,3994094,no,20,254,43,14,96,91,4,0,Yes
777,India,3784013,yes,24,128,22,18,105,84,4,2,Yes
778,US,3866306,no,26,171,29,18,77,71,5,6,Yes
779,UAE,3593618,yes,0,219,37,21,90,101,4,2,Yes
780,India,3408875,yes,0,274,47,16,68,67,9,2,Yes
781,US,3302693,yes,0,162,28,17,114,134,4,1,Yes
782,India,4037627,no,27,242,41,12,101,68,4,1,Yes
783,UAE,3423678,yes,0,63,11,14,66,78,4,3,Yes
784,US,3449943,no,22,281,48,12,130,128,9,1,Yes
785,US,3905686,no,0,228,39,22,80,60,5,3,Yes
786,UAE,3585826,no,0,210,36,17,94,85,3,0,Yes
787,UAE,3937826,no,0,266,45,18,102,105,6,2,No
788,US,3359786,no,0,215,37,10,117,78,2,2,Yes
789,India,3689860,no,0,111,19,19,111,64,3,3,Yes
790,US,4169522,yes,45,281,48,17,103,76,3,0,Yes
791,US,4167307,no,0,138,23,24,76,77,3,2,Yes
792,India,3976789,yes,33,272,46,22,102,85,2,1,No
793,UAE,3359501,no,0,113,19,19,120,106,3,2,Yes
794,UAE,3881250,no,0,187,32,20,90,108,2,1,Yes
795,US,3861374,no,0,197,33,23,105,105,4,1,Yes
796,US,3468112,no,32,180,31,11,124,124,2,1,Yes
797,UAE,3649040,yes,0,149,25,19,125,121,7,1,No
798,US,3663944,no,22,197,34,22,95,135,5,2,Yes
799,US,3319861,no,26,154,26,12,146,104,5,1,Yes
800,US,3302881,no,27,261,44,19,101,97,2,1,Yes
801,India,4029558,no,0,246,42,17,134,95,5,1,Yes
802,India,3413180,no,0,191,32,27,119,79,4,0,Yes
803,UAE,3718598,no,0,208,35,22,89,86,3,1,Yes
804,US,3988385,no,0,253,43,19,78,89,4,0,Yes
805,UAE,3334154,no,0,202,34,17,111,82,4,0,Yes
806,UAE,3303589,no,0,174,30,13,98,121,5,0,Yes
807,US,4171477,no,30,127,22,15,116,111,3,1,Yes
808,India,3275525,yes,16,144,24,21,58,95,3,0,Yes
809,India,3638244,no,17,187,32,20,138,64,3,1,Yes
810,India,4199104,no,0,194,33,21,114,108,4,1,Yes
811,India,3631560,no,0,235,40,9,131,122,6,0,Yes
812,India,3414075,no,0,124,21,9,80,82,4,1,Yes
813,India,3669074,no,0,174,30,23,83,113,5,0,Yes
814,India,3671424,no,41,131,22,17,110,68,4,1,Yes
815,US,3411191,no,0,315,53,14,86,100,3,2,No
816,India,3429480,no,0,228,39,18,115,100,5,1,Yes
817,India,3559360,no,0,96,16,14,63,118,6,2,Yes
818,UAE,3431538,no,0,185,32,18,73,124,3,1,Yes
819,US,3352331,no,0,146,25,17,95,103,3,1,Yes
820,India,3357257,no,16,184,31,6,134,96,3,2,Yes
821,US,3322137,no,0,106,18,4,88,87,5,0,Yes
822,US,3522998,no,0,178,30,13,64,105,4,1,Yes
823,India,3466941,no,24,149,25,11,72,84,6,1,Yes
824,India,4002203,no,0,209,36,11,78,123,3,2,Yes
825,US,4212955,no,0,172,29,18,99,105,6,1,Yes
826,India,3316629,yes,0,169,29,19,147,77,9,1,Yes
827,US,3436314,no,0,119,20,24,136,100,4,0,Yes
828,US,4146638,no,0,194,33,15,87,114,2,2,Yes
829,India,3505883,no,0,199,34,20,73,81,3,2,Yes
830,UAE,4094447,yes,0,168,29,8,121,115,1,3,No
831,US,3764856,no,0,202,34,18,93,99,2,2,Yes
832,UAE,3351874,no,0,323,55,17,93,128,4,2,No
833,India,3976255,no,0,216,37,18,84,127,3,0,Yes
834,US,3815047,no,0,76,13,10,74,94,3,3,Yes
835,India,4036850,no,0,73,12,18,117,71,3,1,Yes
836,US,3753658,no,31,210,36,19,97,120,4,0,Yes
837,India,3412603,yes,33,127,22,14,104,109,13,0,Yes
838,India,3425062,no,28,202,34,26,128,133,8,1,Yes
839,US,3541558,no,17,220,37,19,94,92,5,1,Yes
840,UAE,3519537,no,0,99,17,23,136,94,6,3,Yes
841,US,4011252,no,0,239,41,13,115,81,2,5,Yes
842,US,3669538,yes,0,121,21,20,88,130,11,2,Yes
843,UAE,3647622,no,0,225,38,11,112,109,6,1,Yes
844,UAE,3939918,no,19,177,30,14,66,98,6,1,Yes
845,US,3764484,no,51,284,48,16,109,85,4,1,Yes
846,US,4106791,no,0,181,31,16,114,125,4,1,No
847,US,3432392,no,31,126,21,17,102,75,4,1,Yes
848,UAE,4084323,no,0,238,40,16,107,111,9,0,Yes
849,US,3951718,no,0,198,34,23,106,101,2,2,Yes
850,UAE,3549492,no,0,274,47,5,109,119,5,0,Yes
851,UAE,3678168,yes,0,200,34,18,96,84,4,3,No
852,India,3403500,no,0,218,37,23,74,99,3,3,Yes
853,US,3694962,no,0,135,23,20,90,113,6,3,Yes
854,US,3348967,no,24,213,36,22,103,119,13,2,Yes
855,India,4022377,no,0,256,44,15,106,135,7,2,Yes
856,UAE,3663917,no,0,184,31,10,98,112,2,1,Yes
857,US,3333531,no,0,176,30,17,115,95,4,1,Yes
858,US,3338954,no,37,205,35,14,103,81,8,1,Yes
859,UAE,3749203,no,0,268,46,19,74,90,3,3,No
860,US,3343289,no,0,179,30,15,130,92,6,2,Yes
861,US,3537822,no,0,149,25,17,105,108,3,1,Yes
862,India,3501422,no,38,164,28,12,113,115,3,3,Yes
863,UAE,3858406,no,0,208,35,13,94,125,13,1,Yes
864,India,3807277,no,0,165,28,16,103,108,4,3,Yes
865,US,3521798,no,0,210,36,15,82,119,9,4,Yes
866,US,3857922,no,27,220,37,23,133,80,3,0,Yes
867,India,3537730,no,0,141,24,13,95,91,5,1,Yes
868,UAE,3377163,no,0,197,33,21,123,105,7,0,Yes
869,India,3485567,yes,0,181,31,18,118,105,4,2,Yes
870,UAE,4209575,no,0,105,18,21,90,93,5,0,Yes
871,India,3663358,no,0,271,46,16,102,118,6,4,No
872,India,3599972,no,43,207,35,15,122,80,3,1,Yes
873,UAE,3873332,no,0,167,28,20,117,77,1,1,Yes
874,US,3546960,no,0,205,35,11,102,106,3,5,Yes
875,US,4053335,no,15,155,26,21,106,90,4,1,Yes
876,US,3794257,no,0,127,22,27,75,127,2,1,Yes
877,US,3554992,yes,0,267,45,17,85,146,4,1,Yes
878,US,3836373,no,0,281,48,14,108,74,0,1,Yes
879,India,3827993,no,33,271,46,19,110,104,8,4,Yes
880,UAE,4225865,no,0,171,29,16,102,64,7,1,Yes
881,India,4109961,no,0,124,21,17,120,119,8,3,Yes
882,US,3439946,no,0,163,28,25,111,140,3,1,Yes
883,UAE,3577060,no,0,146,25,22,113,117,12,1,Yes
884,US,3559541,no,0,255,43,12,80,102,7,2,Yes
885,UAE,3784145,no,26,255,43,21,135,95,3,2,Yes
886,India,3862317,no,31,108,18,16,104,98,3,0,Yes
887,UAE,3358146,no,0,159,27,23,91,77,7,1,Yes
888,US,3772235,no,0,183,31,20,85,104,4,2,Yes
889,US,3869141,no,0,199,34,4,90,124,5,0,Yes
890,US,4165623,no,0,178,30,20,134,91,2,0,Yes
891,India,3273053,no,0,111,19,13,115,131,5,1,Yes
892,US,3956195,no,27,167,28,19,92,97,4,1,No
893,US,3978772,yes,0,245,42,5,105,110,3,2,Yes
894,India,3467656,no,0,121,21,14,101,63,3,4,No
895,US,3432350,no,0,165,28,18,101,93,3,2,Yes
896,US,3724722,no,0,127,22,13,131,112,7,2,Yes
897,UAE,3998615,no,35,216,37,17,107,107,7,0,Yes
898,US,3798248,no,0,140,24,18,126,77,2,1,Yes
899,US,4146219,no,32,210,36,21,104,92,7,1,Yes
900,India,3871343,yes,29,140,24,12,91,88,6,0,Yes
901,India,3705527,no,0,322,55,21,115,158,3,2,No
902,India,3938736,no,0,167,28,19,107,131,6,7,Yes
903,US,4027626,no,0,214,36,17,78,112,8,0,Yes
904,US,3702688,no,0,260,44,18,127,70,3,1,No
905,US,4189036,no,0,192,33,6,87,107,4,4,No
906,UAE,4172035,no,0,213,36,16,104,89,3,0,Yes
907,US,3553602,no,24,118,20,9,72,73,2,1,Yes
908,UAE,3934027,no,0,190,32,14,108,73,4,6,Yes
909,US,4185141,no,25,82,14,14,109,104,6,0,Yes
910,US,4061247,no,32,164,28,15,123,106,5,0,Yes
911,US,4023892,no,0,268,46,27,121,91,11,5,No
912,India,3322965,no,0,160,27,10,86,93,3,2,Yes
913,UAE,3771218,no,24,214,36,25,55,130,4,1,Yes
914,India,3552464,no,0,287,49,24,114,112,4,0,No
