,Kid home,Teen home,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Prods,Num Deals Purchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Income
406,0,0,1076,68,103,29,91,68,1,1,0,1,46,2549,82584
407,0,0,1285,42,716,55,0,21,0,2,0,0,79,2601,93027
408,1,2,10,0,7,2,0,1,1,8,0,0,67,2366,48686
409,0,0,551,137,792,179,103,33,1,1,0,0,34,2225,92910
410,1,0,800,0,297,0,34,57,2,6,0,0,31,2244,75433
411,1,0,2,2,11,10,6,12,2,5,0,0,31,2215,10404
412,0,1,378,0,189,97,172,172,2,3,0,0,52,2589,61314
413,0,0,1248,16,349,43,16,16,1,4,0,1,59,2575,84865
414,1,0,235,0,235,19,4,191,5,8,0,0,31,2767,42387
415,1,1,515,47,181,149,95,95,15,7,0,0,53,2681,67309
416,0,1,438,66,400,12,38,114,1,4,0,0,56,2375,75236
417,1,0,25,0,22,2,3,5,2,5,0,0,50,2306,30015
418,0,1,31,0,7,2,0,6,1,5,0,0,64,2532,50943
419,0,1,357,35,271,28,28,14,3,5,0,0,54,2349,67272
420,0,1,400,4,35,6,0,22,2,8,0,0,71,2454,51529
421,1,0,99,0,15,2,1,5,3,7,0,0,49,2470,32011
422,1,0,1,11,5,4,6,9,2,8,0,0,34,2666,7500
423,1,0,5,4,13,8,0,4,1,8,0,0,31,2519,28691
424,0,1,77,28,31,16,0,4,2,4,0,0,72,2350,56223
425,0,0,3,1,2,4,3,1,1,5,0,0,74,2486,18100
426,1,0,10,4,14,4,4,1,1,8,0,0,31,2705,30279
427,0,0,0,6,3,7,6,12,1,8,0,0,46,2263,20130
428,0,0,0,0,1,2,12,5,1,8,0,0,61,2510,23295
429,1,0,76,14,74,13,5,10,2,8,0,0,48,2422,42618
430,0,0,398,190,537,61,156,37,1,1,0,0,56,2341,81246
431,1,0,14,7,11,11,0,5,2,8,0,0,44,2544,24027
432,0,1,208,7,82,30,66,35,2,3,0,0,67,2348,55707
433,0,1,430,16,322,43,24,33,5,3,0,0,65,2582,57959
434,0,1,656,38,161,62,47,37,3,7,0,0,51,2657,56796
435,1,0,14,2,30,8,2,3,1,5,0,0,49,2414,36230
436,1,1,141,70,106,72,19,23,2,3,0,0,40,2369,70829
437,0,1,507,19,364,25,47,9,3,7,0,0,44,2819,65991
438,1,2,164,24,103,12,3,42,7,8,0,0,48,2837,38988
439,0,0,606,24,974,197,194,64,1,4,0,1,54,2811,89572
440,1,0,116,11,72,3,17,46,4,6,0,1,36,2613,42207
441,0,1,143,15,60,24,23,5,2,2,0,0,68,2194,50300
442,0,0,398,96,447,220,96,32,1,3,0,0,38,2801,66664
443,0,1,522,0,257,32,16,66,4,7,0,1,56,2338,60597
444,0,0,161,0,253,199,191,122,1,1,0,0,71,2439,70165
445,0,1,112,0,6,2,1,14,2,6,0,0,62,2311,50520
446,0,0,483,84,398,205,84,241,1,1,0,0,57,2162,80124
447,1,0,7,5,39,17,15,37,2,7,0,0,45,2284,33183
448,0,0,789,25,420,16,38,0,1,1,0,0,51,2277,66582
449,0,0,1239,17,413,23,34,17,1,2,0,1,65,2591,75261
450,1,0,4,1,5,2,0,3,1,8,0,0,50,2765,31880
451,0,2,335,42,127,28,5,5,3,6,0,0,69,2274,53790
452,1,0,639,8,166,11,8,58,3,7,0,0,49,2842,49269
453,0,1,563,76,384,84,192,89,4,4,0,0,45,2618,61456
454,1,0,2,0,8,2,2,3,1,8,0,1,40,2421,37406
455,1,0,746,8,125,11,8,8,7,6,0,1,39,2853,56937
456,1,1,22,1,13,4,0,4,2,7,0,0,42,2702,38415
457,1,0,4,1,6,4,1,9,1,5,0,0,32,2201,20518
458,0,1,478,0,193,110,75,117,4,5,0,0,64,2655,62503
459,1,1,20,3,4,2,0,2,2,3,0,0,48,2210,41644
460,0,1,451,0,39,0,4,24,1,5,0,0,43,2196,55842
461,0,1,371,22,39,6,0,92,4,5,0,0,48,2773,62010
462,1,0,281,7,84,15,0,119,7,8,0,0,43,2765,41124
463,1,0,19,7,19,0,1,24,1,7,0,0,47,2340,38961
464,1,0,26,3,13,2,10,0,1,6,0,0,48,2481,37760
465,1,0,138,15,35,25,11,72,2,9,0,1,46,2838,32233
466,0,1,213,2,44,0,2,5,4,5,0,0,45,2401,43057
467,0,0,407,28,100,120,74,18,1,3,0,0,60,2786,83151
468,0,0,483,74,114,169,37,18,1,3,0,1,56,2812,78825
469,0,1,738,0,232,13,20,50,2,7,0,0,44,2386,65104
470,0,1,502,12,109,16,6,90,2,6,0,0,46,2527,60093
471,1,0,11,0,5,2,1,1,1,7,0,0,51,2313,14045
472,0,0,24,1,108,29,29,14,1,8,0,0,68,2768,28457
473,0,1,1170,19,594,99,76,134,2,6,0,0,62,2802,78952
474,1,0,185,2,88,15,5,14,2,8,0,0,44,2732,46310
475,0,0,983,20,389,240,50,40,1,6,0,0,65,2651,76005
476,0,1,691,0,69,10,0,130,4,8,0,0,56,2692,58308
477,0,0,504,13,131,8,0,26,1,7,0,0,76,2373,55614
478,0,1,317,25,265,25,19,12,3,5,0,0,58,2601,59432
479,0,1,29,1,9,2,0,2,1,3,0,0,42,2244,55563
480,0,1,1396,0,322,46,35,17,1,6,0,0,49,2593,78642
481,0,1,529,0,356,63,28,0,3,3,0,0,71,2197,67911
482,0,0,388,14,218,91,14,21,1,2,0,0,76,2611,65275
483,1,1,13,2,21,4,0,24,2,8,0,0,70,2851,27203
484,0,1,28,0,4,0,0,0,1,5,0,0,59,2385,48330
485,0,0,16,36,21,20,62,108,1,8,0,0,30,2706,24279
486,1,0,1047,0,140,67,38,153,2,8,0,0,35,2833,64355
487,0,1,31,0,7,2,0,6,1,5,0,0,64,2532,50943
488,0,0,815,10,239,28,10,108,2,6,0,0,67,2758,53653
489,0,1,225,162,387,106,36,29,1,3,0,0,44,2368,65665
490,0,0,493,70,324,146,40,84,1,1,0,0,31,2504,81217
491,0,0,34,4,66,3,10,20,1,7,0,0,28,2532,34935
492,0,1,382,138,65,60,26,59,6,5,0,0,61,2719,61250
493,1,0,127,1,56,0,1,31,3,7,0,0,39,2559,39665
494,0,1,325,83,300,86,58,91,1,3,0,0,41,2617,60152
495,0,2,238,17,68,8,10,6,3,7,0,0,56,2411,48920
496,0,0,1168,92,408,72,129,55,1,1,0,0,61,2263,89120
497,0,1,284,0,55,0,6,52,4,8,0,0,74,2573,44124
498,0,0,1288,20,613,80,61,27,1,2,0,0,45,2600,81169
499,1,1,65,0,46,4,3,20,4,8,0,0,59,2670,36443
500,1,0,11,7,9,3,1,11,1,7,0,0,30,2523,26095
501,0,0,227,23,389,42,21,75,1,2,0,0,61,2469,71367
502,0,0,1035,134,670,25,38,0,1,3,0,0,76,2279,80184
503,1,1,27,1,12,2,0,10,2,7,0,0,55,2312,30630
504,0,0,982,73,351,56,14,175,1,5,0,0,33,2279,73454
505,0,0,179,2,64,38,17,58,1,5,0,0,29,2476,42691
506,0,0,1379,33,216,0,33,66,1,6,0,0,67,2796,70503
507,1,0,32,1,64,16,12,85,3,6,0,1,33,2818,25545
508,1,0,8,4,15,7,6,2,1,8,0,0,34,2731,32880
509,0,0,881,38,319,16,25,12,1,2,0,0,62,2373,77863
510,0,0,141,15,153,67,31,35,1,3,0,0,43,2180,50353
511,0,0,1000,155,379,224,17,120,1,8,0,0,56,2845,61839
512,1,1,206,10,67,30,27,71,6,6,0,0,60,2397,49154
513,0,1,162,61,83,97,57,61,4,5,0,0,45,2658,47682
514,0,1,619,54,260,127,54,54,1,1,0,0,51,2443,72679
515,1,1,456,4,24,0,0,9,7,7,0,0,43,2170,57954
516,1,1,112,6,92,3,9,38,2,4,0,0,58,2590,65316
517,1,0,11,3,22,2,2,6,2,6,0,0,38,2536,28567
518,0,1,172,12,112,8,0,15,4,7,0,0,69,2603,47352
519,0,1,78,0,11,0,0,7,1,5,0,0,53,2321,44931
520,0,0,464,151,292,65,60,30,1,4,0,1,53,2293,76982
521,0,1,99,4,32,37,54,6,2,2,0,0,68,2484,57247
522,1,0,19,3,19,4,5,26,3,7,0,0,39,2347,22944
523,1,0,1,9,8,11,3,22,3,8,0,0,43,2393,25315
524,0,1,63,10,83,7,19,19,2,7,0,0,51,2851,43638
525,1,0,252,3,42,4,3,102,2,6,0,0,36,2737,42710
526,0,0,1478,19,403,0,19,0,1,3,0,1,38,2485,84169
527,0,1,198,18,252,32,108,54,2,3,0,0,44,2549,54058
528,1,0,8,4,10,6,7,6,2,5,0,0,30,2272,24683
529,0,0,416,46,925,60,107,46,1,1,0,1,56,2332,85620
530,1,0,42,7,43,20,12,10,1,6,0,0,40,2367,47850
531,1,1,14,3,21,2,1,28,4,8,0,1,52,2313,19514
532,1,1,17,0,3,0,0,1,2,6,0,0,47,2251,27159
533,1,1,15,4,10,3,4,18,2,3,0,0,57,2249,39548
534,1,0,6,16,24,11,0,34,2,7,0,1,31,2241,21474
535,0,1,458,0,24,6,4,34,2,6,0,0,49,2301,60504
536,0,0,30,3,47,19,21,42,1,8,0,0,57,2596,22419
537,0,0,179,28,520,111,123,47,1,1,0,1,71,2394,81698
538,1,1,90,17,97,15,6,15,6,8,0,0,68,2814,43462
539,1,0,308,85,137,102,45,118,2,5,0,0,42,2644,54880
540,0,0,557,129,761,29,185,111,1,2,0,0,38,2609,79908
541,0,0,7,4,13,15,8,17,2,5,0,0,50,2489,15315
542,0,1,1492,38,287,50,57,33,1,6,0,1,61,2562,87771
543,1,0,30,8,12,8,8,12,1,5,0,0,42,2452,33039
544,0,0,249,153,940,58,134,38,0,2,0,0,40,2537,81741
545,0,1,465,25,132,136,0,37,2,4,0,0,49,2528,71499
546,0,1,129,129,259,168,121,83,5,4,0,0,50,2324,62466
547,0,1,174,18,81,28,6,24,3,3,0,0,57,2395,48799
548,0,1,189,2,29,3,2,40,2,4,0,0,70,2181,52157
549,0,1,747,10,161,65,40,42,4,8,0,0,58,2730,66565
550,1,1,6,0,2,2,0,1,1,5,0,0,69,2454,29298
551,0,1,14,0,3,0,0,4,1,6,0,0,41,2518,47691
552,1,1,12,0,4,0,0,1,1,7,0,0,50,2728,38200
553,0,1,98,0,106,49,10,106,5,6,0,0,46,2814,44989
554,1,1,32,0,5,0,0,1,2,7,0,0,52,2312,38443
555,1,0,51,12,49,17,24,24,3,8,0,0,42,2448,38593
556,0,1,200,5,44,0,10,20,1,5,0,0,50,2491,64413
557,1,0,25,6,25,6,0,0,2,8,0,0,39,2429,36959
558,0,1,1050,12,144,0,0,24,3,5,0,1,43,2673,61996
559,1,1,117,0,22,13,0,30,3,7,0,0,52,2248,51287
560,1,1,9,4,17,10,2,7,4,8,0,0,50,2469,13260
561,1,1,56,0,11,0,0,8,2,5,0,0,54,2445,47472
562,1,1,145,13,46,17,2,4,6,7,0,0,64,2514,54603
563,1,1,203,0,10,0,0,2,5,6,0,0,46,2755,45207
564,0,1,270,3,27,39,6,99,7,8,0,0,69,2627,40689
565,1,1,9,0,16,6,6,10,1,8,0,0,53,2411,47821
566,0,0,37,12,23,8,11,52,1,7,0,0,69,2599,27450
567,1,0,46,0,7,0,0,2,2,6,0,0,37,2246,39453
568,1,1,31,1,13,7,2,9,4,4,0,0,49,2231,26850
569,0,0,1060,21,530,32,0,224,1,3,0,1,65,2803,79800
570,0,1,264,47,188,54,47,11,2,2,0,0,59,2447,61794
571,0,1,399,4,30,6,4,30,3,7,0,0,65,2202,53863
572,0,0,8,9,9,2,5,22,1,4,0,0,61,2472,24221
573,1,0,19,0,35,6,4,17,2,7,1,1,36,2784,39684
574,0,0,817,183,797,106,163,20,0,2,0,1,45,2723,92163
575,0,0,292,127,635,132,127,165,1,1,0,0,55,2390,69882
576,1,0,12,6,2,11,2,16,1,4,0,0,43,2309,33178
577,0,0,130,30,168,20,34,0,1,1,0,0,48,2450,59973
578,1,0,6,4,16,3,10,30,3,7,0,1,45,2442,17459
579,1,0,16,12,18,7,1,13,1,7,0,0,51,2770,23910
580,1,1,19,0,9,0,0,2,2,8,0,0,51,2412,42169
581,1,0,4,7,15,13,9,15,3,6,0,0,42,2549,26224
582,1,0,31,3,31,2,8,4,3,8,0,0,39,2840,31089
583,0,1,36,0,2,0,0,4,1,7,0,0,59,2652,30081
584,0,1,526,28,135,10,21,99,3,5,0,0,60,2826,62807
585,0,0,400,32,519,71,75,54,1,1,0,0,65,2444,72906
586,0,2,410,16,114,0,5,49,3,5,0,0,72,2726,61467
587,1,1,80,3,26,4,2,14,4,7,0,0,54,2678,49618
588,1,0,88,10,46,2,3,64,4,10,0,1,34,2706,21888
589,0,1,55,0,6,2,0,4,2,5,0,0,47,2297,42429
590,2,1,5,1,13,3,5,1,1,7,0,0,64,2634,26150
591,0,1,8,4,5,15,2,11,2,7,0,0,45,2770,30801
592,0,0,410,0,592,147,22,22,1,3,0,0,55,2212,81168
593,0,0,101,13,76,20,18,40,2,6,0,0,51,2473,26877
594,0,0,162,25,53,16,0,10,1,3,0,0,76,2505,45006
595,1,0,2,8,1,4,7,15,1,8,0,0,47,2724,18978
596,2,1,25,0,8,2,0,2,2,7,0,0,53,2403,22574
597,0,0,389,91,248,64,49,41,3,5,0,1,51,2756,48240
598,1,1,215,13,87,17,17,24,5,7,0,0,46,2497,45837
599,2,1,27,0,5,0,0,3,2,8,0,0,55,2578,35791
600,1,1,5,6,10,6,5,10,1,4,0,0,42,2627,54162
601,0,1,179,8,83,19,11,26,5,2,0,0,60,2840,30522
602,0,1,352,0,27,10,0,15,3,6,0,0,59,2512,54456
603,0,0,17,8,12,11,15,32,1,7,0,0,49,2509,31632
604,0,0,625,35,169,58,17,35,1,1,0,0,71,2270,72298
605,1,0,10,6,11,0,4,2,1,7,0,0,42,2342,36975
606,0,0,390,22,323,104,35,107,1,3,0,0,65,2550,72635
607,1,0,10,2,15,2,1,6,2,6,0,0,44,2684,13624
608,0,1,215,63,507,231,31,190,1,3,0,0,45,2550,84196
609,0,1,1001,17,572,93,125,17,7,7,0,1,60,2805,70971
610,1,1,19,18,33,24,1,8,3,9,0,0,43,2820,34487
611,1,0,41,5,129,10,3,3,3,9,0,0,43,2717,28769
612,1,0,1181,107,199,39,30,30,2,8,0,0,50,2381,69084
613,0,0,603,45,207,36,18,54,1,1,0,0,62,2175,65488
614,0,1,129,129,259,168,121,83,5,4,0,0,50,2324,62466
615,0,0,10,24,15,13,1,30,1,7,0,1,60,2293,32218
616,0,0,514,22,732,42,198,79,1,3,0,1,47,2596,83917
617,2,1,14,0,1,0,0,1,1,7,0,0,58,2270,46102
618,0,0,387,20,713,38,54,163,1,5,0,0,68,2549,84574
619,0,1,121,103,69,8,44,48,1,4,0,0,58,2696,56181
620,0,1,965,69,279,54,41,69,5,7,0,1,70,2798,63120
621,0,1,707,21,250,85,43,73,2,2,0,0,49,2394,73691
622,0,1,571,50,142,33,50,159,4,2,0,0,60,2791,63381
623,0,0,586,66,653,17,0,26,1,2,0,0,72,2206,76140
624,0,1,1063,89,102,16,12,25,4,6,0,0,61,2705,62859
625,0,1,305,3,27,4,3,144,2,5,0,0,56,2577,45906
626,0,0,1200,105,758,0,42,147,1,2,0,1,73,2635,77632
627,1,1,163,2,40,8,11,11,7,6,0,0,49,2474,46463
628,0,0,1009,181,104,202,21,207,0,3,0,1,50,2683,105471
629,1,0,125,6,73,8,4,19,1,4,0,0,50,2357,55282
630,0,1,721,0,152,119,50,50,3,4,0,0,43,2196,78710
631,0,1,315,4,62,41,31,146,2,5,0,0,62,2445,66886
632,0,0,1000,19,711,125,115,38,0,1,0,0,60,2291,98777
633,1,0,16,0,17,6,3,6,2,9,0,0,35,2830,29103
634,0,1,757,80,217,29,80,11,5,6,0,0,46,2845,67445
635,0,1,30,2,25,0,1,9,1,2,0,0,70,2236,50616
636,0,1,219,3,100,26,0,17,2,8,0,0,65,2854,49431
637,0,1,111,3,28,2,6,15,2,6,0,0,67,2335,61278
638,0,0,45,47,52,21,20,25,2,6,0,0,62,2804,26490
639,0,1,410,112,420,0,82,71,1,4,0,0,73,2461,73059
640,1,2,100,1,39,6,1,76,4,6,0,0,54,2410,46734
641,0,1,509,0,65,7,11,5,4,6,0,0,57,2728,56253
642,1,0,3,6,5,0,2,6,1,7,0,0,35,2386,19986
643,0,1,445,53,213,104,98,151,1,4,0,0,45,2345,58330
644,0,0,2,2,11,41,7,11,1,8,0,0,40,2819,25965
645,0,0,4,1,11,6,2,2,1,6,0,0,64,2703,14661
646,0,0,6,1,7,23,4,19,1,8,0,0,61,2707,18690
647,0,1,14,0,3,0,0,3,1,7,0,0,46,2568,45068
648,1,0,1,10,11,19,3,15,2,6,0,0,33,2436,21063
649,1,0,26,0,6,0,0,2,1,8,0,0,52,2575,29187
650,1,1,111,16,37,7,9,18,3,3,0,0,49,2393,54690
651,0,1,418,61,428,80,51,10,3,5,0,0,56,2494,59304
652,0,2,327,9,122,19,14,83,5,6,0,0,58,2392,59247
653,0,1,371,159,194,58,106,141,4,3,0,0,50,2814,66731
654,0,1,275,59,107,69,101,59,2,4,0,0,40,2354,77353
655,0,1,789,0,142,12,9,38,2,8,0,0,45,2734,52614
656,2,0,1,1,5,0,3,1,1,8,0,0,46,2197,26751
657,0,1,1004,12,145,32,12,36,3,5,0,1,57,2766,81300
658,0,0,187,81,149,25,43,91,1,1,0,0,41,2337,70337
659,1,0,56,4,76,17,1,18,4,9,0,1,35,2537,36145
660,0,0,365,32,117,34,110,6,1,2,0,0,40,2347,65295
661,0,1,595,23,123,10,23,154,2,6,0,0,57,2413,68118
662,0,0,1132,134,384,175,134,115,1,7,0,0,53,2827,68743
663,0,0,34,11,137,179,61,45,1,8,0,0,38,2498,41039
664,0,1,116,6,82,6,6,41,2,5,0,0,65,2407,38946
665,0,0,565,32,435,28,32,54,1,1,0,0,53,2351,65777
666,0,1,372,18,126,47,48,78,2,4,0,0,44,2638,66476
667,0,0,899,102,838,133,102,40,1,2,0,1,48,2814,86857
668,0,0,760,40,480,0,40,26,1,1,0,0,31,2203,77845
669,0,0,260,86,559,63,9,67,1,2,0,0,51,2431,69476
670,0,1,459,0,24,6,0,4,6,6,0,1,60,2792,50611
671,0,0,466,0,224,119,49,99,1,2,0,0,50,2467,61209
672,0,1,67,15,80,17,11,80,3,3,0,0,62,2511,42315
673,0,0,2,0,7,3,7,10,1,6,0,0,68,2398,13084
674,1,1,67,1,20,0,2,31,3,7,0,1,71,2555,47570
675,0,2,92,4,18,3,3,6,1,3,0,0,59,2497,61923
676,0,0,4,2,11,2,0,4,1,6,0,0,25,2254,34824
677,1,1,20,1,28,3,3,2,3,8,0,1,71,2606,26518
678,0,0,273,11,178,62,83,29,2,6,0,0,59,2397,45938
679,0,0,434,22,388,104,22,34,1,4,0,0,60,2240,78468
680,0,1,321,11,309,33,26,34,3,4,0,0,47,2444,78901
681,2,0,212,123,177,15,64,23,2,4,0,0,42,2268,71427
682,0,1,909,12,278,0,12,242,3,8,0,0,42,2297,71022
683,0,0,1184,32,352,21,16,16,1,1,0,1,32,2220,90247
684,1,0,112,19,21,16,14,5,3,7,0,0,52,2344,41335
685,1,0,656,80,455,52,107,93,2,4,0,0,34,2694,71952
686,1,0,23,0,8,6,2,18,1,2,0,0,50,2161,35682
687,0,1,537,6,42,16,6,30,2,8,0,0,69,2604,43185
688,0,1,712,0,45,0,0,191,3,7,0,0,72,2379,66375
689,1,0,23,1,13,2,2,18,1,7,0,1,49,2694,35178
690,1,0,1,3,4,2,2,6,1,8,0,0,34,2511,25252
691,0,1,664,58,83,32,0,66,4,5,0,0,55,2775,55250
692,1,0,6,10,21,19,14,42,2,6,0,0,45,2653,33249
693,0,0,299,5,201,21,21,49,3,4,0,0,67,2570,58398
694,1,0,99,13,66,43,8,4,3,7,0,0,38,2485,50272
695,0,0,749,40,294,121,160,147,1,1,0,0,45,2728,76618
696,0,0,345,25,501,63,138,80,1,2,0,1,60,2803,87305
697,1,0,9,4,18,7,5,5,2,7,0,0,42,2662,25851
698,0,1,440,81,368,0,122,174,6,6,0,0,50,2614,58710
699,1,1,8,2,5,3,0,3,1,7,0,0,62,2251,45160
700,0,1,670,9,249,0,28,9,2,4,0,0,55,2716,74806
701,0,0,524,0,134,28,28,155,1,7,0,0,66,2582,59111
702,1,0,6,0,6,2,1,1,2,7,0,0,36,2196,18988
703,0,0,597,166,597,172,166,249,1,3,0,0,55,2660,72190
704,1,0,7,0,12,13,7,32,5,9,0,1,44,2856,7500
705,0,1,54,0,7,0,0,4,1,6,0,0,54,2180,44794
706,0,0,445,25,706,80,76,48,1,2,0,0,65,2377,80395
707,0,0,294,142,218,164,58,151,1,1,0,0,44,2314,75012
708,2,1,292,3,77,10,3,26,7,7,0,0,55,2420,56962
709,0,0,412,22,132,59,28,183,1,4,0,0,29,2599,89891
710,1,1,8,0,3,0,0,0,1,5,0,0,71,2434,35946
711,1,1,349,4,78,6,0,43,8,8,0,0,67,2850,53593
712,1,1,328,9,124,12,24,109,7,3,0,0,42,2541,66373
713,1,2,144,2,99,7,2,30,5,8,0,0,72,2415,45072
714,1,1,1126,28,211,37,28,42,3,5,0,0,47,2422,89694
715,0,0,967,0,617,43,50,0,1,2,0,1,71,2220,72025
716,0,1,432,79,341,177,136,170,2,4,0,0,47,2616,67432
717,0,1,138,39,63,55,18,21,1,2,0,0,68,2185,70545
718,1,0,0,0,1,7,4,6,1,7,0,0,31,2627,17487
719,0,1,509,133,497,78,24,97,2,4,0,0,51,2848,62882
720,0,1,948,10,86,13,21,21,4,5,0,0,67,2622,64108
721,1,1,39,2,25,4,3,24,2,8,0,0,64,2639,34941
722,1,2,28,1,21,3,0,10,3,5,0,0,70,2338,48767
723,1,0,13,11,24,13,8,40,2,6,0,0,42,2491,38702
724,0,0,307,26,360,138,31,40,1,3,0,0,56,2314,82224
725,0,0,901,31,345,75,31,191,1,1,0,0,68,2572,83844
726,1,0,2,5,12,4,8,7,3,5,0,0,45,2361,17003
727,0,0,283,17,372,138,106,44,1,1,0,0,25,2271,71163
728,1,0,4,3,7,0,3,11,1,7,0,0,50,2446,33697
729,0,0,769,80,252,15,34,65,1,6,0,1,66,2310,63564
730,0,0,518,42,742,55,56,84,1,2,0,0,48,2339,83443
731,0,1,350,8,66,17,4,4,2,3,0,0,62,2428,51518
732,0,1,445,53,213,104,98,151,1,4,0,0,45,2345,58330
733,0,0,778,178,689,41,27,44,1,8,0,1,51,2645,80952
734,0,0,709,93,374,104,80,80,1,3,0,0,41,2217,75507
735,0,0,359,35,314,93,116,89,1,4,0,0,42,2664,63855
736,0,1,799,12,375,16,12,12,5,6,0,1,48,2846,62220
737,0,1,895,10,101,13,0,152,5,8,0,0,56,2442,58512
738,1,0,40,2,23,0,4,23,2,4,0,0,41,2630,40662
739,0,1,76,0,7,0,0,16,1,5,0,0,61,2243,38829
740,1,0,11,5,22,12,5,11,2,7,0,0,39,2428,35523
741,1,1,245,16,223,21,43,16,2,6,0,0,53,2225,79146
742,0,0,647,107,391,175,67,40,1,3,0,0,32,2403,78285
743,1,0,39,1,9,2,1,34,1,7,0,1,42,2574,31626
744,0,0,203,35,305,46,17,227,1,1,0,0,68,2197,75127
745,0,1,138,3,38,4,0,59,3,6,0,0,65,2587,48726
746,0,0,587,51,898,247,0,86,1,2,0,0,43,2815,74985
747,0,0,595,97,291,127,133,121,1,6,0,0,33,2821,67430
748,0,1,43,12,23,29,15,61,1,4,0,0,55,2460,46891
749,0,1,301,7,74,10,0,58,4,6,0,0,64,2558,62058
750,0,1,180,32,348,76,32,90,2,2,0,0,41,2520,72063
751,0,0,794,115,243,150,0,205,1,3,0,0,69,2358,78939
752,1,1,392,5,91,28,26,112,8,8,0,1,55,2590,42720
753,1,1,39,1,22,3,4,12,3,7,0,0,48,2601,33622
754,0,1,107,2,12,2,2,12,0,20,0,0,63,2727,6835
755,1,1,13,0,3,0,0,0,1,7,0,0,67,2639,41452
756,0,1,70,0,17,0,0,6,2,6,0,0,55,2462,40760
757,0,0,680,11,392,75,0,0,1,1,0,0,62,2313,74250
758,1,1,26,1,11,0,1,4,2,3,0,0,65,2352,51124
759,0,1,522,0,522,227,120,134,2,2,0,0,49,2449,72258
760,0,0,412,12,546,78,182,0,1,1,0,0,46,2244,71466
761,1,1,6,5,5,8,0,5,2,4,0,0,44,2235,36283
762,1,0,2,3,6,4,1,9,1,7,0,0,50,2208,20587
763,1,0,1,3,8,2,5,5,1,7,0,0,48,2261,30467
764,1,0,6,2,15,6,6,3,1,8,0,0,48,2535,31590
765,1,0,4,12,5,3,16,17,2,7,0,0,34,2767,20425
766,1,1,18,2,19,0,2,6,5,7,0,0,60,2293,17144
767,0,1,324,48,186,39,18,198,6,7,0,1,52,2702,42564
768,1,0,327,9,125,25,4,139,6,7,0,0,42,2190,43783
769,0,1,229,27,71,13,3,34,4,9,0,0,44,2818,40780
770,0,0,521,168,706,80,76,61,1,2,0,0,75,2689,62847
771,0,0,184,23,446,30,23,23,1,2,0,1,63,2758,82017
772,0,0,4,8,11,12,2,13,1,7,0,0,70,2504,16813
773,1,1,183,2,64,7,2,12,4,4,0,0,42,2402,51267
774,0,1,31,19,35,26,14,52,2,3,0,0,59,2609,46524
775,0,0,219,3,60,12,9,12,1,7,0,0,58,2684,45183
776,0,1,479,28,136,75,14,35,3,6,0,0,66,2160,70421
777,0,1,584,44,212,46,8,177,3,8,0,0,55,2773,60161
778,0,0,627,91,597,159,91,15,1,3,0,0,47,2643,73926
779,1,0,24,1,16,12,2,5,3,8,0,0,52,2356,19329
780,0,1,330,5,159,36,27,16,4,4,0,0,50,2357,61872
781,1,1,19,1,10,2,1,8,1,5,0,0,64,2619,46984
782,1,1,28,23,29,29,14,47,3,6,0,0,69,2685,34838
783,0,0,606,148,228,15,148,22,1,2,0,0,76,2395,82716
784,0,0,1039,43,204,153,58,29,3,8,0,1,62,2608,48192
785,0,2,411,0,26,0,0,21,6,7,0,0,44,2396,49681
786,0,1,34,1,19,2,7,0,1,2,0,0,49,2257,56850
787,0,1,161,28,136,32,3,45,4,3,0,0,63,2410,55267
788,1,1,623,53,178,23,17,133,7,8,0,0,48,2623,59666
789,0,1,604,26,470,123,161,94,2,2,0,0,48,2608,72504
790,0,0,3,10,8,3,16,32,1,6,0,0,39,2415,26872
791,1,0,12,2,17,6,1,10,2,8,0,1,48,2594,21359
792,0,0,184,174,256,50,30,32,1,2,0,0,45,2188,73170
793,0,1,393,0,239,90,69,69,6,4,0,0,65,2669,52750
794,0,0,410,73,747,76,161,30,0,1,0,0,34,2377,91820
795,0,1,376,9,83,19,4,4,2,3,0,0,50,2207,65968
796,1,1,7,2,4,2,1,4,1,6,0,0,44,2268,30772
797,0,0,68,0,226,51,157,68,3,9,0,0,66,2741,22507
798,0,1,642,14,49,0,7,57,1,5,0,0,48,2251,65685
799,1,0,8,7,9,13,6,12,2,8,0,0,42,2460,25804
800,0,0,840,53,804,23,71,17,1,3,0,1,40,2579,76412
801,1,0,7,10,13,3,11,11,2,7,0,0,48,2484,22063
802,0,0,464,5,64,7,0,37,1,5,0,1,59,2173,57091
803,0,0,30,3,47,19,21,42,1,8,0,0,57,2596,22419
804,0,1,1492,38,287,50,57,33,1,6,0,1,61,2562,87771
805,0,1,752,122,476,39,153,34,1,8,0,0,61,2598,78353
806,1,2,1279,15,287,20,0,15,3,5,0,0,66,2577,93404
807,1,2,22,1,8,2,1,2,2,8,0,0,58,2692,37859
808,0,1,860,28,409,73,56,56,1,4,0,0,62,2573,80995
809,1,0,3,0,5,13,0,1,1,6,0,0,36,2279,16529
810,1,1,10,5,28,11,1,8,1,5,0,0,44,2378,55412
811,0,0,351,16,156,7,5,145,1,6,0,0,28,2816,48789
812,0,2,421,5,90,0,16,10,3,5,0,0,53,2579,56575
813,1,0,2,5,7,0,18,18,2,7,0,0,40,2429,25130
